,index,Path3,Path8,Path14,Path65,Path66
0,0,9110.416180658516,20397.769340650186,11070.838941649952,0.0,0.0
1,24,5456.248611076562,21919.032581031584,8251.60607099794,0.0,0.0
2,48,10903.884188302496,16331.069466330873,3877.5365976763646,695.640687983423,0.0
3,72,10967.662298387528,23973.63489111122,448.6436341892056,0.0,0.0
4,96,17178.098777244584,20797.96624658993,0.0,3878.2920708313604,0.0
5,120,7844.040414146848,15572.903296140395,3187.943271671599,0.0,0.0
6,144,0.0,18165.466783661293,16748.829659601637,0.0,0.0
7,168,4857.978744816084,19467.0048499931,9804.12422917505,0.0,0.0
8,192,0.0,19050.592135473406,17313.777727531073,0.0,0.0
9,216,0.0,24907.83251614122,11320.660585097277,0.0,0.0
10,240,10330.015769864805,25413.450249710957,21714.92640706539,0.0,0.0
11,264,0.0,27469.773575412648,14606.049357751268,0.0,0.0
12,288,0.0,20371.464924781994,22357.006297873755,22139.446360027872,0.0
13,312,8693.455376775892,27315.07291541608,8244.286758009082,2118.4788077381986,0.0
14,336,11207.764360760031,24243.7194770391,13282.708107261536,1157.945822924363,0.0
15,360,15882.89793670487,26380.27604515906,6314.298716853871,0.0,0.0
16,384,10687.342488277936,20756.011210355002,1471.5116210106155,0.0,0.0
17,408,0.0,20410.0280464408,0.0,0.0,0.0
18,432,0.0,24741.44502688307,0.0,0.0,0.0
19,456,0.0,19449.35369372205,0.0,0.0,0.0
20,480,0.0,15419.299156841571,289.9550659547697,0.0,0.0
21,504,2469.4018300979155,15586.491881765642,0.0,0.0,0.0
22,528,0.0,11983.522337789145,0.0,0.0,0.0
23,552,0.0,24731.114720360747,5192.9044099546,0.0,0.0
24,576,1925.420737715971,23533.393241587804,0.0,0.0,0.0
25,600,2455.3982378010637,26721.563136138648,1451.931918434189,0.0,0.0
26,624,0.0,24046.86574631037,15038.263568914765,0.0,0.0
27,648,11748.60530010638,21423.79324046892,10054.007146660651,0.0,0.0
28,672,13923.844859600238,27316.447296099122,5719.962256167985,0.0,0.0
29,696,14074.839944657746,19229.324924743385,10139.085623359937,0.0,0.0
30,720,0.0,18850.951537615027,5338.171060610519,0.0,0.0
31,744,5597.867235853331,20957.755808632413,13314.294527337599,0.0,0.0
32,768,2716.404911505224,26992.462020793617,14500.547080212593,0.0,0.0
33,792,4314.147235622114,15050.534505766414,13051.282390930555,0.0,0.0
34,816,9005.793159754772,20023.20197149087,8304.522674143493,0.0,0.0
35,840,3814.7439863405284,18847.14784459287,18289.78231851218,0.0,0.0
36,864,6029.527869680856,20067.294859440615,14170.089744797893,0.0,0.0
37,888,6096.828633400236,23122.959374769172,21700.35453025661,0.0,0.0
38,912,13377.005286000638,25438.43333696438,21619.21859363793,3850.0231431155817,0.0
39,936,10939.04825954152,17738.063003198702,18313.301781075617,0.0,0.0
