,Path3,Path8,Path14,Path65,Path66
0,0.0,0.0,0.0,705.6163029141143,1813.7166666742903
1,0.0,0.0,0.0,279.8911294245487,1679.2537767427207
2,0.0,0.0,0.0,27.68257163463624,1499.1606620459343
3,0.0,0.0,0.0,41.71880459831946,1123.6994798395194
4,0.0,0.0,0.0,55.755040306674076,770.3658025367067
5,0.0,0.0,0.0,69.7912732703573,744.7279319812386
6,0.0,0.0,0.0,83.82750623404053,873.6649668644184
7,0.0,0.0,0.0,97.86373919772336,1043.7773797730076
8,0.0,0.0,0.0,112.42170674382184,947.3386845993826
9,0.0,0.0,0.0,120.2771758039535,832.7156224365864
10,0.0,0.0,0.0,132.16577477510117,1150.2715718840427
11,0.0,0.0,0.0,133.9047985607741,1376.4664531968833
12,0.0,0.0,0.0,134.1682870131491,1480.8710890011896
13,0.0,0.0,0.0,134.94821283217829,1431.928247355279
14,0.0,0.0,0.0,134.97192679289185,1098.0994561118769
15,0.0,0.0,0.0,128.05535491805512,966.5412951923868
16,0.0,0.0,0.0,121.62623668011233,762.7867499364415
17,0.0,0.0,0.0,134.94821283217829,1273.0241037602166
18,0.0,0.0,0.0,1083.3579274215026,1830.480617289142
19,0.0,0.0,0.0,1566.4989285212637,2453.4340580755097
20,0.0,0.0,0.0,1388.7642650579057,2403.956176338893
21,0.0,0.0,0.0,1013.3388236293331,2114.1153569959006
22,0.0,0.0,0.0,724.7673229207709,1900.849405895346
23,0.0,0.0,0.0,517.2306339874482,1777.2723151158264
24,0.0,0.0,0.0,1092.2108217562627,1262.0778681215006
25,0.0,0.0,0.0,433.2384600647242,1070.7442349137057
26,0.0,0.0,0.0,42.8493562131781,1223.1511565615099
27,0.0,0.0,0.0,64.57578951171936,1051.1285247683986
28,0.0,0.0,0.0,86.30222705868825,846.7772089722073
29,0.0,0.0,0.0,108.02866035722951,852.9805455625975
30,0.0,0.0,0.0,129.7550936557708,926.5257321210089
31,0.0,0.0,0.0,151.4815269543115,950.8463260560607
32,0.0,0.0,0.0,174.01554385692344,1075.6327149008523
33,0.0,0.0,0.0,186.1748835462328,1342.5344127002757
34,0.0,0.0,0.0,204.57703270035785,1615.6090306332023
35,0.0,0.0,0.0,207.26883643300877,1890.8413216358279
36,0.0,0.0,0.0,207.6766854834109,1992.0408937332104
37,0.0,0.0,0.0,208.8839186725999,1840.3042797571647
38,0.0,0.0,0.0,208.92062508713582,1679.9098296528505
39,0.0,0.0,0.0,198.21458751409068,1677.4757838139894
40,0.0,0.0,0.0,188.2630706842899,1785.1235094708077
41,0.0,0.0,0.0,208.8839186725999,1592.498808858947
42,0.0,0.0,0.0,1676.910308447371,2014.3078247123638
43,0.0,0.0,0.0,2424.755600082509,2279.0583085188227
44,0.0,0.0,0.0,2149.6433017495788,2220.276583382097
45,0.0,0.0,0.0,1568.5289933110184,2154.304248512797
46,0.0,0.0,0.0,1121.854342197268,1922.4949952521038
47,0.0,0.0,0.0,800.6120230667414,1377.5319614567416
48,0.0,0.0,0.0,0.0,2088.219440733558
49,0.0,0.0,0.0,0.0,2035.974054393887
50,0.0,0.0,0.0,0.0,1736.4595165918938
51,0.0,0.0,0.0,0.0,1589.506882789644
52,0.0,0.0,0.0,0.0,1431.1350005552915
53,0.0,0.0,0.0,0.0,1579.9759471994125
54,0.0,0.0,0.0,0.0,2293.1457391610306
55,0.0,0.0,0.0,0.0,2264.2297281091314
56,0.0,0.0,0.0,0.0,2293.9040240112167
57,0.0,0.0,0.0,0.0,2456.9544380050465
58,0.0,0.0,0.0,0.0,2633.2075146554344
59,0.0,0.0,0.0,0.0,2858.372524618001
60,0.0,0.0,0.0,0.0,2937.920471410358
