,index,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,0,33348.51786964278,17428.685335213486,24063.342043946686,0.0,0.0,0.0
1,24,36644.17610406908,13338.074496218047,25584.605284328074,4025.6682970328566,0.0,1954.7626264509106
2,48,60893.144996043,12398.52194490132,19996.642169627372,331.174339627614,0.0,583.816558772289
3,72,64522.8691138327,4521.125052246633,27639.207594407715,0.0,0.0,2587.353538019842
4,96,46454.49455041624,8367.421754580755,24463.538949886424,3280.493716001417,0.0,0.0
5,120,51280.763009612994,11789.124971134206,19238.47599943689,3077.9475379948944,0.0,1667.6947179854428
6,144,43033.33235564462,4700.479440915908,21831.03948695778,2570.483424932634,0.0,1388.3738136333666
7,168,46765.85438238186,5152.438533209148,23132.577553289608,1865.2135387252188,0.0,0.0
8,192,52465.44675285448,3847.5526248706956,22716.16483876991,2015.8879458499878,0.0,186.04085816583506
9,216,53390.561557682515,6278.117810986572,28573.405219437715,4007.5385415366904,0.0,2254.6532821474766
10,240,46202.19732742549,8218.790799031805,29079.022953007454,2880.5800185082935,0.0,636.3432408750541
11,264,55586.82675221634,8827.944811360983,31135.34627870914,3048.1321722888106,0.0,0.0
12,288,40896.011209644974,22244.843469515297,24037.037628078488,3002.7043446578446,0.0,1619.2086400831288
13,312,61627.09777848774,13661.525352355511,30980.645618712577,3653.8706849643477,0.0,271.73713475453104
14,336,42924.566833349345,13915.006801298503,27909.292180335593,3090.5257966732056,0.0,0.0
15,360,46176.25350965088,16225.17601926121,30045.84874845556,2666.804920211916,0.0,0.0
16,384,63990.578843295094,15811.693897746725,25107.55579780676,3088.5540752161714,0.0,0.0
17,408,48581.830150160844,9619.291412289404,24689.04610801365,3379.6949899590936,0.0,0.0
18,432,45545.94331361281,9994.389287568472,29167.80888923716,556.2908226409108,0.0,0.0
19,456,46445.67849242334,11968.121791728789,23833.50637443554,0.0,0.0,2268.4949108692067
20,480,58076.1037056373,5520.597614179094,19635.164630523825,1158.256915066469,282.51090225951003,2630.9402910039935
21,504,58195.74877647629,8596.463805526328,19903.55359568224,1197.672974746761,0.0,584.9220540560075
22,528,56476.64456217173,9736.14141668548,16586.32230854172,408.26685930510916,0.0,343.0217528743314
23,552,37260.30526827882,4801.559181471184,29320.618743847648,897.7969392871441,0.0,2757.0661958885125
24,576,46350.13238582398,2598.629941926778,28285.920885680185,476.18217973649257,0.0,2247.6078242350272
25,600,42200.13298009424,1510.5599054524064,31645.273910113858,2107.5174368064604,0.0,0.0
26,624,41379.061341145476,14154.21573548025,29152.63569997304,3496.7407122446,0.0,777.7147500447088
27,648,58866.752765823454,13491.633819765446,26644.491538858158,3882.5595686666647,0.0,0.0
28,672,57916.71697355515,14401.633920496426,32914.95304077745,3682.133156703732,0.0,0.0
29,696,54538.504435390234,7810.199648299675,24693.751543445127,715.0409874341397,0.0,1389.8384196047305
30,720,53458.078517056034,7456.128274433115,24134.960675848055,1043.9380420520686,0.0,1564.8804051887778
31,744,71909.5763674854,11388.373258588354,25899.870171474802,1918.8195941003435,411.66629052690075,788.8747131805183
32,768,53468.872134050194,7205.415165662631,31695.67421078445,2839.542863310692,1052.1911220684,1816.604934532031
33,792,48360.34787069977,5956.044276789738,19675.87504048381,2269.953379302939,1055.119848536719,3307.2420348218748
34,816,50540.99231218734,19177.4497325705,24928.296998395774,2968.176767407315,563.3652862559766,522.2068528022502
35,840,30792.39396065809,10006.243929114504,23261.697070716516,1987.8337509348241,917.8040719839055,261.39293674621337
36,864,45960.20700343706,12885.196673955385,24613.113226189267,0.0,716.5292279128538,644.9607129067092
37,888,51437.35529308659,13133.175106213443,27962.63565167406,0.0,1275.1941122714436,1173.0273188274855
38,912,41663.080145211396,15840.012093995423,30579.643573830188,1466.6105139189426,801.1660591046206,812.1806605338393
39,936,36246.845830395534,16654.787588636304,22923.19787385356,1143.8711144717322,703.8222722633316,1151.3940681971603
40,960,17654.857190856543,15114.743424558008,26845.449607878396,3006.896677375601,867.3130958465109,3427.612267285162
41,984,24377.95698599073,2184.254377649646,31089.376003319016,2693.862928039569,724.1156198971603,2327.507881950273
42,1008,34762.00523508105,3723.179523196719,29743.33816939201,941.2793293898212,558.6468322344905,808.100357411321
43,1032,42062.870145363064,0.0,28999.522999453002,2446.430586000268,200.88993654229347,1983.825132041593
44,1056,52308.79792702998,2110.0498421766824,21555.54242362576,2912.167605490689,693.275770242319,1125.6637715784877
45,1080,60610.291766710376,5677.534114400265,28383.22771667307,2902.6410462485846,442.0641465772827,799.0285651274392
46,1104,41786.2391561336,10355.485817460058,20708.691078697204,1750.3785649171332,724.9401744408634,1242.8288352384918
47,1128,42420.175696985054,20677.060271606402,17577.016522297443,1435.3361380269284,603.9292083034984,0.0
48,1152,55710.896360285726,17309.63968744757,16342.851574622899,461.73431778827194,710.3467335104668,104.37741945134266
49,1176,37310.410829679764,15233.06013438314,14305.382306931628,0.0,0.0,0.0
50,1200,52765.1970808113,16973.089660683363,20946.859781689363,1107.7316633354155,987.7753365960332,0.0
51,1224,48706.20160045836,4991.797899540345,26151.674599072874,125.31333843032667,700.789818323474,0.0
52,1248,68632.08253576973,17368.39628114224,26519.875877598584,2111.374852138873,523.5271731379892,705.8662676190008
53,1272,48316.19163097468,1183.3165154870621,29481.69672602653,0.0,202.2419878643073,0.0
54,1296,54392.07886268852,10592.722728676254,19303.432800333925,101.23919785965563,317.11053251510833,41.893207288441204
55,1320,53188.893379882174,13377.810105812618,11697.151325681294,6.614336258749745,653.6317325651254,1121.0391747947765
56,1344,43777.71600654659,15246.24015412255,21109.592938451555,0.0,820.669128972163,867.4133279000874
57,1368,69679.37453638049,22564.74836909303,17277.369908908266,0.0,624.7838736775136,0.0
58,1392,47783.04466612235,20294.283257647618,8685.570757778572,0.0,492.5487819738437,0.0
59,1416,58228.40162808592,11589.335080722243,28188.578401958497,1733.2777744595185,308.5783502335201,5932.0106128076195
60,1440,60473.97861743517,15376.896587465988,18590.248371859292,0.0,0.0,5874.256104874457
61,1464,62158.50928299427,16325.858157588515,27854.948909047096,0.0,0.0,5810.9700910489655
62,1488,41737.64844034072,13912.934794998568,31322.914599722135,0.0,90.0072239889944,3764.4787613984354
63,1512,55472.02012796341,13414.012571193865,14932.80202098772,0.0,0.0,4861.758525902038
64,1536,41372.676849120675,15142.129017749838,32588.421728473986,0.0,0.0,3586.965729061818
65,1560,52430.916598883974,4950.503818212759,13258.88675095928,0.0,0.0,2882.351004686871
66,1584,43502.775356351725,12494.786634622871,13228.78947870167,0.0,0.0,2032.4824424414066
67,1608,47470.75666260148,12061.214642231944,18097.626076400476,0.0,0.0,2298.1707360516575
68,1632,25552.227137753598,15884.860194050121,20132.184318613057,0.0,0.0,4797.852292273293
69,1656,42464.41652599355,20708.82025919456,31515.51813047637,0.0,0.0,3436.11630489824
70,1680,50118.44531488867,7665.1846391766885,23585.309885996354,0.0,0.0,3185.5691965562983
71,1704,52604.29625203201,12593.610988350025,25568.802864649835,2056.821109963384,0.0,2652.934846838368
72,1728,44178.72755457203,6659.762488308064,26049.260860342933,0.0,0.0,2882.15600946674
73,1752,39049.087119067015,14312.67719782481,22071.166128963618,0.0,0.0,3215.312895712311
74,1776,42298.839901887965,17164.29071863691,28274.063572719362,2735.7127755740958,0.0,3448.6956912810856
75,1800,14845.505993468332,20869.793088753482,20085.231181235962,0.0,0.0,3502.1344774925437
76,1824,20324.358392154052,11341.306845108786,20335.81379778641,0.0,0.0,2178.028885984471
77,1848,35015.20009834206,13170.963090157502,28387.19895497024,0.0,0.0,3591.5770183837512
78,1872,44631.807185830505,16066.732934348049,36010.61980062787,0.0,0.0,2196.9692848757895
79,1896,42246.52500820278,19398.535245577586,26457.66458742422,0.0,0.0,3465.1972842249634
80,1920,48011.3801949144,12961.987924110637,27527.748570343854,0.0,0.0,1417.3836095281872
81,1944,49078.522587189174,9220.619501929319,34043.49868095023,0.0,0.0,2576.5554754305545
82,1968,39822.724969185256,16237.70410992498,17610.109202017007,0.0,0.0,3586.3100315446845
83,1992,41445.19122993816,19320.42828901852,21530.07508783535,0.0,0.0,2694.221868936322
84,2016,59058.691624399355,13773.020021277798,35315.50822676408,0.0,0.0,4008.6377700023104
85,2040,66307.71537617684,11893.480104657367,22076.040380716233,2833.5615755606586,0.0,4622.49900034693
86,2064,53786.92654223916,1840.0505840696387,21538.661521210197,3970.168735704423,0.0,2512.9578046389724
87,2088,60873.43157727903,7033.459734104719,23373.568579356404,0.0,0.0,4311.94521660442
88,2112,56287.65764254276,15395.564964294488,21104.63261806513,0.0,89.43160473664325,4921.599059032132
89,2136,36352.79395030685,9431.667994874033,19459.976397985738,0.0,0.0,4546.846173615371
90,2160,15914.06579133034,7450.750092958391,17956.695563226316,1169.4867827647581,0.0,1154.643493994599
91,2184,9576.726193934974,8391.942782616352,16248.7535169862,0.0,100.70260847428827,53.900925614555206
92,2208,35861.97776088224,17649.327802920754,15923.091058338303,403.3457440930505,0.0,0.0
93,2232,36895.77491163773,8836.138473837917,13825.453618338306,3878.5356812220143,127.98799372625956,0.0
94,2256,28839.080224705474,17056.38867501424,16200.633261355717,4521.3961753951835,347.64698572165827,0.0
95,2280,38616.13692839964,18590.59816736015,12124.564035670708,3902.2220307091666,0.0,0.0
96,2304,46343.90767707532,14634.470349398807,18161.504519803682,4399.85313113785,0.0,1447.7694901385296
97,2328,41801.7962614582,20065.669262354193,18527.702953469197,3915.75482885829,0.0,0.0
98,2352,36934.177568312836,13564.845439733554,17273.25975773322,3121.4156510458656,0.0,0.0
99,2376,41031.048490403395,11952.845271564634,19478.09895960864,4025.3211580614243,0.0,0.0
100,2400,40458.77178012594,22702.94028760153,16003.915875803355,4414.332787259291,564.3424222512159,0.0
101,2424,45082.26027728786,26942.969206365495,0.0,3197.795099697777,804.3829161813898,548.4978486474486
102,2448,53032.90592974921,34209.82221107038,0.0,0.0,0.0,0.0
103,2472,33547.49430818846,28625.36807862711,16012.257101210645,0.0,0.0,2156.651483654285
104,2496,52622.62736984767,21503.772115761316,11113.684177421583,0.0,1210.4843276102167,141.88095799501016
105,2520,54133.698323291785,15906.369097043289,15371.863380127525,0.0,0.0,678.8335349451676
106,2544,52236.40886887037,32058.25993705719,13438.750886991897,4008.09148920689,0.0,0.0
107,2568,52356.43004794492,30675.340042540924,13802.902613695955,3539.7143032574168,0.0,0.0
108,2592,38265.735801667,24641.73613825783,14470.896530149003,3667.522070865761,0.0,0.0
109,2616,38920.12291881333,22341.298109556075,15420.663870376105,0.0,0.0,0.0
110,2640,19106.071812779886,21742.709156425193,14462.840850461678,0.0,0.0,1294.5564039813955
111,2664,22686.513274336914,28131.935025063107,9492.29871984354,0.0,0.0,0.0
112,2688,29007.571902907788,21776.113139252207,13458.360399605102,2953.5768680629135,0.0,1129.3051859037512
113,2712,34536.89320075948,20027.34648164452,17527.407467385365,4328.255591347032,150.65219206195954,0.0
114,2736,62756.2273197404,22498.58838099613,15304.465567083389,2605.0207553458476,220.39424657416708,0.0
115,2760,54748.90612508902,29884.484292727822,15443.378212194864,4643.9559750511135,153.540652895924,0.0
116,2784,47521.10764364706,21025.40607851101,16406.989689180355,3821.533745817822,1698.1554702195563,0.0
