,index,Path3,Path8,Path14,Path65,Path66
0,0,379.60067419410484,1505.4070558604244,690.5500275166644,0.0,0.0
1,1,227.34369212819007,1568.7930242096493,573.0819912394971,0.0,0.0
2,2,454.32850784593734,1335.9612277637864,390.82909651776487,28.98502866597596,0.0
3,3,456.98592909948036,1654.401453796301,247.95855637246657,0.0,0.0
4,4,715.7541157185243,1522.081926941247,187.43560217671703,161.59550295130668,0.0
5,5,326.83501725611865,1304.3709706725165,362.0960412675663,0.0,0.0
6,6,0.0,1412.3944493192205,927.1329740979846,0.0,0.0
7,7,202.4157810340035,1466.625202083046,637.7702478302101,0.0,0.0
8,8,0.0,1449.274672311392,950.6724769283777,0.0,0.0
9,9,0.0,1693.3263548392176,700.9592626603029,0.0,0.0
10,10,430.4173237443669,1714.3937604046232,1134.0536719089744,0.0,0.0
11,11,0.0,1800.073898975527,837.8504615208858,0.0,0.0
12,12,0.0,1504.311038532583,1160.8070006926562,922.476931667828,0.0
13,13,362.22730736566217,1793.6280381423367,572.7770198649614,88.26995032242495,0.0
14,14,466.99018169833465,1665.6549782099626,782.7112427504803,48.24774262184846,0.0
15,15,661.7874140293696,1754.678168548294,492.3608514834943,0.0,0.0
16,16,445.3059370115807,1531.9338004314584,275.69278513244063,0.0,0.0
17,17,0.0,1505.3178352683656,0.0,0.0,0.0
18,18,0.0,1695.5602094534604,77.23874715885519,0.0,0.0
19,19,0.0,1477.0897372384188,0.0,0.0,0.0
20,20,0.0,1306.1707982017322,189.18967081858975,0.0,0.0
21,21,102.89174292074648,1312.7371617402341,159.288293507319,0.0,0.0
22,22,0.0,1168.9134307412144,123.76856800307057,0.0,0.0
23,23,0.0,1698.6297800150305,353.21600762099166,0.0,0.0
24,24,80.22586407149879,1643.5913850661582,109.36846350212595,0.0,0.0
25,25,102.30825990837765,1780.43179733911,172.6724023224522,0.0,0.0
26,26,0.0,1673.2194060962647,746.3001147285445,0.0,0.0
27,27,489.5252208377658,1562.558051686204,542.4593696362508,0.0,0.0
28,28,580.1602024833433,1815.418637337463,360.79691163395205,0.0,0.0
29,29,586.4516643607394,1475.1218718643067,540.1669735034407,0.0,0.0
30,30,0.0,1442.0563140672928,344.48224908712393,0.0,0.0
31,31,233.24446816055547,1510.3731586930169,671.8306827186559,0.0,0.0
32,32,113.18353797938434,1755.0525841997335,718.2358244888377,0.0,0.0
33,33,179.75613481758808,1248.0722710736,668.8982902348988,0.0,0.0
34,34,375.2413816564488,1457.800082145453,486.91331200451316,0.0,0.0
35,35,158.94766609752202,1384.7311601913693,922.338455471048,0.0,0.0
36,36,251.23032790336902,1438.2372858100257,768.0304091867285,0.0,0.0
37,37,254.0345263916765,1578.7899739487152,1095.375425271922,0.0,0.0
38,38,557.3752202500266,1688.6013890401819,1104.9334666904797,160.41763096314924,0.0
39,39,455.7936774808967,1376.4526251332786,980.2011987842377,0.0,0.0
40,40,559.7280477178883,1546.5847113410184,1167.98856649809,0.0,0.0
41,41,889.3262047582667,1726.8224017272155,670.8982976200915,357.73860830507766,0.0
42,42,1379.004340015644,1684.367188126904,637.0227860223533,46.275284392030365,0.0
43,43,225.48205588745628,1671.9508448975323,725.3086766036869,0.0,0.0
44,44,0.0,1388.2200021689725,508.92201476842416,0.0,0.0
45,45,374.19122007579836,1696.1741473240204,523.0714013899774,0.0,0.0
46,46,388.87726129387846,1384.5356378874847,707.7691238860881,0.0,0.0
47,47,754.7436497710515,1255.533076618224,692.3813275734665,0.0,0.0
48,48,382.2173591991393,1193.3926385315235,998.2055181868789,0.0,0.0
49,49,0.0,1103.11215838358,970.5868440934868,0.0,0.0
50,50,253.35352720082662,1380.5548457270017,908.7676401776516,0.0,0.0
51,51,307.32746669801486,1602.203516096497,782.5038091199882,0.0,0.0
52,52,0.0,1608.5320498981869,0.0,520.0385567445978,0.0
53,53,0.0,1727.2697838170595,760.1682471804472,0.0,0.0
54,54,0.0,1312.4084730907725,970.7730543177812,0.0,0.0
55,55,0.0,994.1610750176816,732.0583051781982,0.0,0.0
56,56,0.0,1386.8407690881872,645.6091091512233,0.0,0.0
57,57,0.0,1230.7371087182185,790.7928345096443,0.0,0.0
58,58,0.0,875.6582754761607,626.8590050160855,0.0,0.0
59,59,0.0,1686.8546734921215,519.4333211809391,0.0,0.0
60,60,0.0,1295.38785623864,729.8650310486051,0.0,0.0
61,61,0.0,1683.0657981364386,117.2888152972944,0.0,0.0
62,62,0.0,1828.223869720555,222.06149349292912,0.0,0.0
63,63,0.0,1150.6334825288213,375.2908604292231,0.0,0.0
64,64,0.0,1882.9318388710221,394.7478773647812,0.0,0.0
65,65,0.0,1071.2692852831701,445.78909298156935,0.0,0.0
66,66,0.0,1072.3234872773194,573.5497028653147,0.0,0.0
67,67,0.0,1267.222703018025,486.7362009622143,0.0,0.0
68,68,0.0,1351.6112544513608,715.8292646463296,0.0,0.0
69,69,0.0,1823.0040308734008,382.3942316585612,0.0,0.0
70,70,0.0,1501.207165340053,249.6503642003436,0.0,0.0
71,71,0.0,1586.8754213679333,885.0302628929346,0.0,0.0
72,72,0.0,1608.4882992809264,522.0048770253095,0.0,0.0
73,73,213.85075031958888,1449.878952563298,823.9410647127161,0.0,0.0
74,74,0.0,1711.0809354899698,901.3582750527403,0.0,0.0
75,75,0.0,1369.9895040577196,794.0598580600184,0.0,0.0
76,76,0.0,1396.2584798612536,893.209191994744,0.0,0.0
