,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS5A,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP5A,LOP5E
0,33.488262846276115,37.36306198612859,181.05530790150902,34.061959429389375,17.545938194263094,68.28244376025451,27.76679245287986,251.6932747137395,111.71417730076695,6.31297761361192,699.9568419798352,1295.1166201384876,2549.0109826823186,1219.2479557629695,1097.1644087861057,4430.9940867044215,116.72330951539278,2668.1084572748277,2733.735763046781,1455.343320295723,1416.8610091516668,4202.7970769621115,-0.0
1,27.073303404944006,21.67057595195458,162.13908170284392,29.42953294699243,10.216622239697495,59.63493006756671,27.41692450673819,194.60820209825218,103.23679792459144,6.571644748611457,610.3165924619817,1157.1123901237308,2485.975162399602,932.8340803471988,917.229445745184,3898.563494132998,63.074086508317826,2332.0489950989904,2389.410266174477,1292.6341292067602,1258.454188252723,3724.6288988889314,-0.0
2,24.46382837796145,19.791100712652355,148.62749156094026,30.928259161885556,44.197996210865256,78.54575585918845,26.319611402930217,212.7716342940891,96.34567665254694,-0.04498558869557187,548.3313135400617,1061.5710001135144,1895.99928194106,807.5280098527987,759.2377708799851,3485.380617776,34.074506504493534,2108.009353648433,2159.859934926274,1157.0431366326245,1126.4485041702694,3333.0581073959333,-0.0
3,16.744131423138057,18.36451107318199,116.82328707307471,17.541909106135527,20.211143995923308,67.23516701546532,22.677804145364647,173.8499938744387,89.8186146175161,-0.9259533673171878,476.80983786092315,940.551906100574,1995.477685824721,745.8694672285702,641.8411791398718,3061.7374154352788,28.274590503728685,1843.2352319341367,1888.5731798147613,1021.4521440584888,994.442820087816,2943.369867785112,-0.0
4,23.594003368967265,30.139536668810386,119.52560510145544,16.179430728959957,18.323289886413992,52.27407066133418,15.934894637907,116.76492125895132,84.85180645540098,-0.9109581710853306,451.0621066164334,864.1187940924008,1846.7525473451885,555.9213762410277,576.0113146127054,2816.9657874161962,105.84846701395868,1690.4809309451196,1732.06159032735,922.0187495041228,897.6386517606836,2656.280705752985,-0.0
5,15.656850161895328,14.514983474611164,136.77886635957856,17.030979714694688,14.436531425659508,54.00955783841338,14.312779614886525,114.1701452309746,81.86131986564583,-1.207113296664512,476.80983786092315,872.6113620933089,1640.901196734445,598.6845590287992,548.5822043930526,2847.3007327689893,71.04897100936951,1731.2154112088574,1773.7980141906594,931.0581490090649,906.4390306995138,2675.1062245747644,-0.0
6,10.002987603433123,11.639159915678842,96.45196655143532,0.06812391885877876,14.991782634338719,60.92158435402197,16.44379346865852,116.76492125895132,79.39091790019592,-1.8444091365184463,512.0937658626316,881.1039300942169,1214.424475134196,602.6625295206849,513.4729433118973,2868.221384736432,7.97488450105168,1751.5826513407267,1794.6662261223148,985.2945460387193,959.2413043324952,2827.5929270311717,-0.0
7,22.28926585547599,12.137334075493893,112.458004104152,17.030979714694688,14.21443094218782,51.436249265502845,13.78797769567402,101.97469789948416,78.24673172672435,-2.2117914441989504,538.7951167828434,898.0890660960333,1985.6283389055466,565.8663024707421,493.7239839537475,2907.9706234745727,69.59899200917829,1782.1335115385298,1825.9685440197968,985.2945460387193,959.2413043324952,2831.358030795528,-0.0
8,15.330665783522509,11.933535555569554,75.04129294195724,-2.861204592068708,-9.550320789282443,54.578079499870384,6.122689057479236,72.65372878334749,77.28457517175966,5.135854709411123,566.4500873787769,906.5816340969412,1473.4622991084811,537.0260164045707,454.22606523744764,2918.4309494582953,142.82293151883462,1802.5007516703986,1846.836755951452,931.0581490090649,906.4390306995138,2678.87132833912,-0.0
9,37.402475386749956,11.752381315636807,76.70425788249923,7.4255071556068835,-36.53552953109214,60.92158435402197,5.454759342117867,36.32686439167375,75.77632976127444,14.721533900625898,673.2554910596236,923.5667700987576,1909.788367627904,560.8938393558849,441.0600923320144,2994.7913291394616,700.3398570923566,1802.5007516703986,1846.836755951452,949.1369480189501,924.0397885771742,2725.9351253935674,-0.0
